CLASSIFICAÇÃO;CNPJ;EMPRESA;CNPJ DATA;PORTE;COD. NATUREZA JURIDICA;CNAE;PORTARIA;DOU DATA;DESCRICAO;CAMPO;SECAO;DIVISAO;GRUPO;UF
EED;10.524.120/0001-41;ACRUX LTDA;17/11/2008;ME;206-2;71.12-0-00;2340;06/05/2024;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;10.524.120/0001-41;ACRUX LTDA;17/11/2008;ME;206-2;46.69-9-99;2340;06/05/2024;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;10.524.120/0001-41;ACRUX LTDA;17/11/2008;ME;206-2;85.50-3-02;2340;06/05/2024;Atividades de apoio à educação;EDUCAÇÃO;P;85;85.5;SP
EED;10.524.120/0001-41;ACRUX LTDA;17/11/2008;ME;206-2;26.51-5-00;2340;06/05/2024;Fabricação de aparelhos e equipamentos de medida, teste e controle;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.5;SP
EED;10.524.120/0001-41;ACRUX LTDA;17/11/2008;ME;206-2;32.99-0-99;2340;06/05/2024;Fabricação de produtos diversos não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.9;SP
EED;10.524.120/0001-41;ACRUX LTDA;17/11/2008;ME;206-2;30.41-5-00;2340;06/05/2024;Fabricação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;13.941.765/0001-78;ACTIPLUS EFICIENCIA EM ENERGIA LTDA;27/06/2011;DEMAIS;206-2;46.84-2-99;2340;06/05/2024;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.8;PR
EED;13.941.765/0001-78;ACTIPLUS EFICIENCIA EM ENERGIA LTDA;27/06/2011;DEMAIS;206-2;33.12-1-02;2340;06/05/2024;Manutenção e reparação de equipamentos eletrônicos e ópticos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;PR
EED;13.941.765/0001-78;ACTIPLUS EFICIENCIA EM ENERGIA LTDA;27/06/2011;DEMAIS;206-2;74.90-1-99;2340;06/05/2024;Atividades profissionais, científicas e técnicas não especificadas anteriormente;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;74;74.9;PR
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;27.22-8-01;2340;06/05/2024;Fabricação de baterias e acumuladores para veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.2;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;07.29-4-05;2340;06/05/2024;Extração de minerais metálicos não-ferrosos não especificados anteriormente;INDÚSTRIAS EXTRATIVAS;B;7;07.2;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;22.29-3-02;2340;06/05/2024;Fabricação de artefatos de material plástico não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;22;22.2;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;24.49-1-99;2340;06/05/2024;Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;24;24.4;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;25.99-3-99;2340;06/05/2024;Fabricação de produtos de metal não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.9;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;27.10-4-01;2340;06/05/2024;Fabricação de geradores, transformadores e motores elétricos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.1;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;27.10-4-02;2340;06/05/2024;Fabricação de geradores, transformadores e motores elétricos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.1;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;27.21-0-00;2340;06/05/2024;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.2;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;33.13-9-02;2340;06/05/2024;Manutenção e reparação de máquinas e equipamentos elétricos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;33.21-0-00 ;2340;06/05/2024;Instalação de máquinas e equipamentos industriais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;45.20-0-03;2340;06/05/2024;Manutenção e reparação de veículos automotores;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;45;45.2;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;45.30-7-01;2340;06/05/2024;Comércio de peças e acessórios para veículos automotores;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;45;45.3;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;45.41-2-02;2340;06/05/2024;Comércio por atacado e a varejo de motocicletas, peças e acessórios;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;45;45.4;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;46.69-9-99 ;2340;06/05/2024;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;46.73-7-00;2340;06/05/2024;Comércio atacadista de material elétrico;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.7;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;46.89-3-01 ;2340;06/05/2024;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.8;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;46.89-3-99;2340;06/05/2024;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.8;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;46.93-1-00;2340;06/05/2024;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.9;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;52.11-7-99;2340;06/05/2024;Armazenamento;TRANSPORTE, ARMAZENAGEM E CORREIO;H;52;52.1;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;64.63-8-00;2340;06/05/2024;Outras sociedades de participação, exceto holdings;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;71.12-0-00;2340;06/05/2024;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;71.20-1-00;2340;06/05/2024;Testes e análises técnicas;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.2;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;77.40-3-00;2340;06/05/2024;Gestão de ativos intangíveis não-financeiros;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.4;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;82.11-3-00;2340;06/05/2024;Serviços combinados de escritório e apoio administrativo;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;82;82.1;PE
EED;09.811.654/0001-70;ACUMULADORES MOURA S A;25/03/1986;DEMAIS;205-4;85.99-6-04;2340;06/05/2024;Atividades de ensino não especificadas anteriormente;EDUCAÇÃO;P;85;85.9;PE
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;27.31-7-00;4075;04/12/2020;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.3;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;43.21-5-00;4075;04/12/2020;Instalações elétricas;CONSTRUÇÃO;F;43;43.2;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;71.12-0-00;4075;04/12/2020;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;46.73-7-00;4075;04/12/2020;Comércio atacadista de material elétrico;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.7;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;62.02-3-00;4075;04/12/2020;Desenvolvimento e licenciamento de programas de computador customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;85.99-6-04;4075;04/12/2020;Atividades de ensino não especificadas anteriormente;EDUCAÇÃO;P;85;85.9;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;43.99-1-01 ;4075;04/12/2020;Serviços especializados para construção não especificados anteriormente;CONSTRUÇÃO;F;43;43.9;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;42.21-9-04;4075;04/12/2020;Obras para geração e distribuição de energia elétrica e para telecomunicações;CONSTRUÇÃO;F;42;42.2;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;43.22-3-02;4075;04/12/2020;Instalações hidráulicas, de sistemas de ventilação e refrigeração;CONSTRUÇÃO;F;43;43.2;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;43.22-3-01;4075;04/12/2020;Instalações hidráulicas, de sistemas de ventilação e refrigeração;CONSTRUÇÃO;F;43;43.2;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;42.21-9-05;4075;04/12/2020;Obras para geração e distribuição de energia elétrica e para telecomunicações;CONSTRUÇÃO;F;42;42.2;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;42.92-8-01;4075;04/12/2020;Montagem de instalações industriais e de estruturas metálicas;CONSTRUÇÃO;F;42;42.9;RJ
EED;01.598.794/0001-08;ADKL ZELLER ELETRO SISTEMAS LTDA;13/12/1996;DEMAIS;206-2;43.29-1-99;4075;04/12/2020;Obras de instalações em construções não especificadas anteriormente;CONSTRUÇÃO;F;43;43.2;RJ
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;27.40-6-02;3216;12/06/2023;Fabricação de lâmpadas e outros equipamentos de iluminação;INDÚSTRIAS DE TRANSFORMAÇÃO;C;27;27.4;RS
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;47.42-3-00;3216;12/06/2023;Comércio varejista de material elétrico;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.4;RS
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;47.54-7-03;3216;12/06/2023;Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;RS
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;47.59-8-99;3216;12/06/2023;Comércio varejista de artigos de uso doméstico não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;RS
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;47.63-6-04;3216;12/06/2023;Comércio varejista de artigos recreativos e esportivos;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.6;RS
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;47.81-4-00;3216;12/06/2023;Comércio varejista de artigos do vestuário e acessórios;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;RS
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;47.89-0-99;3216;12/06/2023;Comércio varejista de outros produtos novos não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;RS
EED;23.350.687/0001-90;AEGIS LANTERNAS TATICAS;25/09/2015;ME;206-2;95.29-1-99;3216;12/06/2023;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.2;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;26.10-8-00;2056;15/08/2014;Fabricação de componentes eletrônicos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.1;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;26.31-1-00;2056;15/08/2014;Fabricação de equipamentos transmissores de comunicação;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.3;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;26.51-5-00;2056;15/08/2014;Fabricação de aparelhos e equipamentos de medida, teste e controle;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.5;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;32.50-7-01;2056;15/08/2014;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.5;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;46.52-4-00;2056;15/08/2014;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.5;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;62.01-5-01;2056;15/08/2014;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;64.63-8-00;2056;15/08/2014;Outras sociedades de participação, exceto holdings;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;72.10-0-00;2056;15/08/2014;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;RS
ED;88.031.539/0001-59;AEL SISTEMAS SA ;28/01/1982;DEMAIS;205-4;77.39-0-99;2056;15/08/2014;Aluguel de máquinas e equipamentos não especificados anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.3;RS
ED;03.535.330/0002-50;AEQ ALIANCA ELETROQUIMICA LTDA;27/07/2011;DEMAIS;206-2;25.50-1-01;4777;05/12/2019;Fabricação de equipamento bélico pesado, armas de fogo e munições;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.5;PR
ED;03.535.330/0002-50;AEQ ALIANCA ELETROQUIMICA LTDA;27/07/2011;DEMAIS;206-2;20.92-4-01;4777;05/12/2019;Fabricação de explosivos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;20;20.9;PR
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;71.12-0-00;4787;26/09/2023;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;25.11-0-00;4787;26/09/2023;Fabricação de estruturas metálicas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;25.50-1-01;4787;26/09/2023;Fabricação de equipamento bélico pesado, armas de fogo e munições;INDÚSTRIAS DE TRANSFORMAÇÃO;C;25;25.5;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;26.51-5-00;4787;26/09/2023;Fabricação de aparelhos e equipamentos de medida, teste e controle;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.5;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;28.11-9-00;4787;26/09/2023;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;28.14-3-02;4787;26/09/2023;Fabricação de compressores;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;30.41-5-00;4787;26/09/2023;Fabricação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;30.42-3-00;4787;26/09/2023;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;33.16-3-01;4787;26/09/2023;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;33.21-0-00;4787;26/09/2023;Instalação de máquinas e equipamentos industriais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;43.99-1-01;4787;26/09/2023;Serviços especializados para construção não especificados anteriormente;CONSTRUÇÃO;F;43;43.9;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;46.69-9-01;4787;26/09/2023;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;46.69-9-99;4787;26/09/2023;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;51.30-7-00;4787;26/09/2023;Transporte espacial;TRANSPORTE, ARMAZENAGEM E CORREIO;H;51;51.3;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;61.30-2-00;4787;26/09/2023;Telecomunicações por satélite;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.3;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;61.90-6-99;4787;26/09/2023;Outras atividades de telecomunicações;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.9;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;62.01-5-01;4787;26/09/2023;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;63.99-2-00;4787;26/09/2023;Outras atividades de prestação de serviços de informação não especificadas anteriormente;INFORMAÇÃO E COMUNICAÇÃO;J;63;63.9;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;64.62-0-00;4787;26/09/2023;Holdings de instituições não-financeiras;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;68.10-2-01 ;4787;26/09/2023;Atividades imobiliárias de imóveis próprios;ATIVIDADES IMOBILIÁRIAS;L;68;68.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;68.10-2-02;4787;26/09/2023;Atividades imobiliárias de imóveis próprios;ATIVIDADES IMOBILIÁRIAS;L;68;68.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;71.19-7-01;4787;26/09/2023;Atividades técnicas relacionadas à arquitetura e engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;71.20-1-00;4787;26/09/2023;Testes e análises técnicas;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.2;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;72.10-0-00;4787;26/09/2023;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;SP
EED;47.880.781/0001-10;AERO CONCEPTS SISTEMAS ESPACIAIS E DEFESA LTDA;08/09/2022;DEMAIS;206-2;84.22-1-00;4787;26/09/2023;Defesa;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;O;84;84.2;SP
EED;92.833.110/0001-52;AEROMOT-AERONAVES E MOTORES SA;31/07/1967;DEMAIS;205-4;33.16-3-01;4779;05/12/2019;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;RS
EED;92.833.110/0001-52;AEROMOT-AERONAVES E MOTORES SA;31/07/1967;DEMAIS;205-4;30.41-5-00;4779;05/12/2019;Fabricação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;RS
EED;92.833.110/0001-52;AEROMOT-AERONAVES E MOTORES SA;31/07/1967;DEMAIS;205-4;30.42-3-00;4779;05/12/2019;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;30;30.4;RS
EED;92.833.110/0001-52;AEROMOT-AERONAVES E MOTORES SA;31/07/1967;DEMAIS;205-4;45.30-7-03;4779;05/12/2019;Comércio de peças e acessórios para veículos automotores;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;45;45.3;RS
EED;92.833.110/0001-52;AEROMOT-AERONAVES E MOTORES SA;31/07/1967;DEMAIS;205-4;46.14-1-00;4779;05/12/2019;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.1;RS
EED;92.833.110/0001-52;AEROMOT-AERONAVES E MOTORES SA;31/07/1967;DEMAIS;205-4;52.11-7-99 ;4779;05/12/2019;Armazenamento;TRANSPORTE, ARMAZENAGEM E CORREIO;H;52;52.1;RS
EED;92.833.110/0001-52;AEROMOT-AERONAVES E MOTORES SA;31/07/1967;DEMAIS;205-4;74.20-0-02;4779;05/12/2019;Atividades fotográficas e similares;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;74;74.2;RS
EED;03.506.772/0001-98;AEROTRON INDUSTRIA E COMERCIO LTDA ;17/11/1999;DEMAIS;206-2;71.12-0-00;707;13/06/2016;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;MG
EED;03.506.772/0001-98;AEROTRON INDUSTRIA E COMERCIO LTDA ;17/11/1999;DEMAIS;206-2;28.69-1-00;707;13/06/2016;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.6;MG
