CLASSIFICAÇÃO;CNPJ;EMPRESA;CNPJ DATA;PORTE;COD. NATUREZA JURIDICA;CNAE;PORTARIA;DOU DATA;DESCRICAO;CAMPO;SECAO;DIVISAO;GRUPO;UF
EED;13.586.722/0001-11;CONSISTE CONSULTORIA E SISTEMAS LTDA;28/06/1985;DEMAIS;206-2;62.02-3-00;4430;01/10/2025;Desenvolvimento e licenciamento de programas de computador customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;BA
EED;13.586.722/0001-11;CONSISTE CONSULTORIA E SISTEMAS LTDA;28/06/1985;DEMAIS;206-2;62.04-0-00;4430;01/10/2025;Consultoria em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;BA
EED;13.586.722/0001-11;CONSISTE CONSULTORIA E SISTEMAS LTDA;28/06/1985;DEMAIS;206-2;63.11-9-00;4430;01/10/2025;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;INFORMAÇÃO E COMUNICAÇÃO;J;63;63.1;BA
EED;13.586.722/0001-11;CONSISTE CONSULTORIA E SISTEMAS LTDA;28/06/1985;DEMAIS;206-2;70.20-4-00;4430;01/10/2025;Atividades de consultoria em gestão empresarial;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;70;70.2;BA
EED;13.586.722/0001-11;CONSISTE CONSULTORIA E SISTEMAS LTDA;28/06/1985;DEMAIS;206-2;73.11-4-00;4430;01/10/2025;Agências de publicidade;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;73;73.1;BA
EED;13.586.722/0001-11;CONSISTE CONSULTORIA E SISTEMAS LTDA;28/06/1985;DEMAIS;206-2;85.99-6-03;4430;01/10/2025;Atividades de ensino não especificadas anteriormente;EDUCAÇÃO;P;85;85.9;BA
EED;13.586.722/0001-11;CONSISTE CONSULTORIA E SISTEMAS LTDA;28/06/1985;DEMAIS;206-2;85.99-6-04;4430;01/10/2025;Atividades de ensino não especificadas anteriormente;EDUCAÇÃO;P;85;85.9;BA
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;62.09-1-00;4430;01/10/2025;Suporte técnico, manutenção e outros serviços em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;18.13-0-99;4430;01/10/2025;Impressão de materiais para outros usos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;18;18.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;26.10-8-00;4430;01/10/2025;Fabricação de componentes eletrônicos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;26.21-3-00;4430;01/10/2025;Fabricação de equipamentos de informática;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.2;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;26.31-1-00;4430;01/10/2025;Fabricação de equipamentos transmissores de comunicação;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.3;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;32.99-0-99;4430;01/10/2025;Fabricação de produtos diversos não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.9;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;46.18-4-99;4430;01/10/2025;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;46.52-4-00;4430;01/10/2025;Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.5;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;46.63-0-00;4430;01/10/2025;"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;46.69-9-99;4430;01/10/2025;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;49.30-2-02;4430;01/10/2025;Transporte rodoviário de carga;TRANSPORTE, ARMAZENAGEM E CORREIO;H;49;49.3;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;52.11-7-99;4430;01/10/2025;Armazenamento;TRANSPORTE, ARMAZENAGEM E CORREIO;H;52;52.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;52.12-5-00;4430;01/10/2025;Carga e descarga;TRANSPORTE, ARMAZENAGEM E CORREIO;H;52;52.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;70.20-4-00;4430;01/10/2025;Atividades de consultoria em gestão empresarial;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;70;70.2;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;71.12-0-00;4430;01/10/2025;Serviços de engenharia;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;71.20-1-00;4430;01/10/2025;Testes e análises técnicas;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;71;71.2;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;72.10-0-00;4430;01/10/2025;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;72;72.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;81.11-7-00;4430;01/10/2025;Serviços combinados para apoio a edifícios, exceto condomínios prediais;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;81;81.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;82.19-9-99;4430;01/10/2025;Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;82;82.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;82.92-0-00;4430;01/10/2025;Envasamento e empacotamento sob contrato;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;82;82.9;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;82.99-7-99;4430;01/10/2025;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;82;82.9;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;84.22-1-00;4430;01/10/2025;Defesa;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;O;84;84.2;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;95.11-8-00;4430;01/10/2025;Reparação e manutenção de computadores e de equipamentos periféricos;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;95.12-6-00;4430;01/10/2025;Reparação e manutenção de equipamentos de comunicação;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.1;AM
EED;22.075.313/0001-41;FAMA INDUSTRIA E SERVICOS DE SUPORTE TECNICO LTDA;18/03/2015;EPP;206-2;95.21-5-00;4430;01/10/2025;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;OUTRAS ATIVIDADES DE SERVIÇOS;S;95;95.2;AM
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;14.13-4-01;4430;01/10/2025;Confecção de roupas profissionais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;14;14.1;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;14.12-6-01;4430;01/10/2025;Confecção de peças do vestuário, exceto roupas íntimas;INDÚSTRIAS DE TRANSFORMAÇÃO;C;14;14.1;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;32.92-2-01;4430;01/10/2025;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.9;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;32.92-2-02;4430;01/10/2025;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;INDÚSTRIAS DE TRANSFORMAÇÃO;C;32;32.9;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.16-8-00;4430;01/10/2025;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.1;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.43-5-01;4430;01/10/2025;Comércio atacadista de calçados e artigos de viagem;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.49-4-02;4430;01/10/2025;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.49-4-04;4430;01/10/2025;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.49-4-08;4430;01/10/2025;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.49-4-99;4430;01/10/2025;Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.4;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.51-6-01;4430;01/10/2025;Comércio atacadista de computadores, periféricos e suprimentos de informática;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.5;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;46.69-9-99;4430;01/10/2025;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;47.55-5-03;4430;01/10/2025;Comércio varejista especializado de tecidos e artigos de cama, mesa e banho;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;47.59-8-99;4430;01/10/2025;Comércio varejista de artigos de uso doméstico não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;47.81-4-00;4430;01/10/2025;Comércio varejista de artigos do vestuário e acessórios;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;47.82-2-01;4430;01/10/2025;Comércio varejista de calçados e artigos de viagem;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;SC
EED;02.777.319/0001-53;FUNCIONAL TECHNOLOGICAL GARMENT LTDA;17/08/1998;DEMAIS;206-2;47.82-2-02;4430;01/10/2025;Comércio varejista de calçados e artigos de viagem;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;SC
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;74.90-1-04;4430;01/10/2025;Atividades profissionais, científicas e técnicas não especificadas anteriormente;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;74;74.9;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;26.10-8-00;4430;01/10/2025;Fabricação de componentes eletrônicos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;26;26.1;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;28.29-1-99;4430;01/10/2025;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.2;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;28.40-2-00;4430;01/10/2025;Fabricação de máquinas-ferramenta;INDÚSTRIAS DE TRANSFORMAÇÃO;C;28;28.4;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;46.19-2-00;4430;01/10/2025;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.1;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;47.52-1-00;4430;01/10/2025;Comércio varejista especializado de equipamentos de telefonia e comunicação;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;47.89-0-03;4430;01/10/2025;Comércio varejista de outros produtos novos não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;59.11-1-99;4430;01/10/2025;Atividades de produção cinematográfica, de vídeos e de programas de televisão;INFORMAÇÃO E COMUNICAÇÃO;J;59;59.1;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;62.01-5-01;4430;01/10/2025;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;62.02-3-00;4430;01/10/2025;Desenvolvimento e licenciamento de programas de computador customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;62.03-1-00;4430;01/10/2025;Desenvolvimento e licenciamento de programas de computador não-customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;62.09-1-00;4430;01/10/2025;Suporte técnico, manutenção e outros serviços em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;70.20-4-00;4430;01/10/2025;Atividades de consultoria em gestão empresarial;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;70;70.2;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;77.29-2-99;4430;01/10/2025;Aluguel de objetos pessoais e domésticos não especificados anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.2;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;77.40-3-00;4430;01/10/2025;Gestão de ativos intangíveis não-financeiros;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.4;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;80.20-0-01;4430;01/10/2025;Atividades de monitoramento de sistemas de segurança;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;80;80.2;GO
EED;47.771.655/0001-27;INTELLIGENCE AND DEFENSE AGENCY LTDA;30/08/2022;ME;206-2;90.01-9-99;4430;01/10/2025;Artes cênicas, espetáculos e atividades complementares;ARTES, CULTURA, ESPORTE E RECREAÇÃO;R;90;90.0;GO
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;51.12-9-01;4430;01/10/2025;Transporte aéreo de passageiros não-regular;TRANSPORTE, ARMAZENAGEM E CORREIO;H;51;51.1;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;33.16-3-01;4430;01/10/2025;Manutenção e reparação de aeronaves;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;47.89-0-99;4430;01/10/2025;Comércio varejista de outros produtos novos não especificados anteriormente;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.8;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;51.12-9-99;4430;01/10/2025;Transporte aéreo de passageiros não-regular;TRANSPORTE, ARMAZENAGEM E CORREIO;H;51;51.1;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;51.20-0-00;4430;01/10/2025;Transporte aéreo de carga;TRANSPORTE, ARMAZENAGEM E CORREIO;H;51;51.2;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;52.40-1-99;4430;01/10/2025;Atividades auxiliares dos transportes aéreos;TRANSPORTE, ARMAZENAGEM E CORREIO;H;52;52.4;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;64.63-8-00;4430;01/10/2025;Outras sociedades de participação, exceto holdings;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;85.99-6-04;4430;01/10/2025;Atividades de ensino não especificadas anteriormente;EDUCAÇÃO;P;85;85.9;MG
EED;17.162.579/0001-91;LIDER TAXI AEREO S/A - AIR BRASIL;12/03/1969;DEMAIS;205-4;86.22-4-00;4430;01/10/2025;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;SAÚDE HUMANA E SERVIÇOS SOCIAIS;Q;86;86.2;MG
EED;01.844.367/0001-54;MATERIAIS DE CONSTRUCAO PAINT HOUSE LTDA;20/05/1997;EPP;206-2;47.41-5-00;4430;01/10/2025;Comércio varejista de tintas e materiais para pintura;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.4;SP
EED;01.844.367/0001-54;MATERIAIS DE CONSTRUCAO PAINT HOUSE LTDA;20/05/1997;EPP;206-2;47.42-3-00;4430;01/10/2025;Comércio varejista de material elétrico;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.4;SP
EED;01.844.367/0001-54;MATERIAIS DE CONSTRUCAO PAINT HOUSE LTDA;20/05/1997;EPP;206-2;47.44-0-01;4430;01/10/2025;Comércio varejista de ferragens, madeira e materiais de construção;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.4;SP
EED;01.844.367/0001-54;MATERIAIS DE CONSTRUCAO PAINT HOUSE LTDA;20/05/1997;EPP;206-2;47.44-0-03;4430;01/10/2025;Comércio varejista de ferragens, madeira e materiais de construção;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.4;SP
EED;01.844.367/0001-54;MATERIAIS DE CONSTRUCAO PAINT HOUSE LTDA;20/05/1997;EPP;206-2;47.44-0-99;4430;01/10/2025;Comércio varejista de ferragens, madeira e materiais de construção;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.4;SP
EED;01.844.367/0001-54;MATERIAIS DE CONSTRUCAO PAINT HOUSE LTDA;20/05/1997;EPP;206-2;47.54-7-03;4430;01/10/2025;Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;47;47.5;SP
EED;42.886.307/0001-81;MOURA ENERGIA LTDA;27/07/2021;DEMAIS;206-2;77.39-0-99;4430;01/10/2025;Aluguel de máquinas e equipamentos não especificados anteriormente;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.3;PE
EED;42.886.307/0001-81;MOURA ENERGIA LTDA;27/07/2021;DEMAIS;206-2;33.13-9-01;4430;01/10/2025;Manutenção e reparação de máquinas e equipamentos elétricos;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.1;PE
EED;42.886.307/0001-81;MOURA ENERGIA LTDA;27/07/2021;DEMAIS;206-2;33.21-0-00;4430;01/10/2025;Instalação de máquinas e equipamentos industriais;INDÚSTRIAS DE TRANSFORMAÇÃO;C;33;33.2;PE
EED;42.886.307/0001-81;MOURA ENERGIA LTDA;27/07/2021;DEMAIS;206-2;46.69-9-99;4430;01/10/2025;"Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças";"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";G;46;46.6;PE
EED;42.886.307/0001-81;MOURA ENERGIA LTDA;27/07/2021;DEMAIS;206-2;64.63-8-00;4430;01/10/2025;Outras sociedades de participação, exceto holdings;ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;K;64;64.6;PE
EED;42.886.307/0001-81;MOURA ENERGIA LTDA;27/07/2021;DEMAIS;206-2;74.90-1-04;4430;01/10/2025;Atividades profissionais, científicas e técnicas não especificadas anteriormente;ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;M;74;74.9;PE
EED;42.886.307/0001-81;MOURA ENERGIA LTDA;27/07/2021;DEMAIS;206-2;82.11-3-00;4430;01/10/2025;Serviços combinados de escritório e apoio administrativo;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;82;82.1;PE
EED;04.626.836/0001-57;MT4 TECNOLOGIA LTDA;23/08/2001;DEMAIS;206-2;62.01-5-01;4430;01/10/2025;Desenvolvimento de programas de computador sob encomenda;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;04.626.836/0001-57;MT4 TECNOLOGIA LTDA;23/08/2001;DEMAIS;206-2;61.90-6-01;4430;01/10/2025;Outras atividades de telecomunicações;INFORMAÇÃO E COMUNICAÇÃO;J;61;61.9;SP
EED;04.626.836/0001-57;MT4 TECNOLOGIA LTDA;23/08/2001;DEMAIS;206-2;77.33-1-00;4430;01/10/2025;Aluguel de máquinas e equipamentos para escritório;ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;N;77;77.3;SP
EED;04.626.836/0001-57;MT4 TECNOLOGIA LTDA;23/08/2001;DEMAIS;206-2;62.04-0-00;4430;01/10/2025;Consultoria em tecnologia da informação;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;04.626.836/0001-57;MT4 TECNOLOGIA LTDA;23/08/2001;DEMAIS;206-2;62.02-3-00;4430;01/10/2025;Desenvolvimento e licenciamento de programas de computador customizáveis;INFORMAÇÃO E COMUNICAÇÃO;J;62;62.0;SP
EED;04.626.836/0001-57;MT4 TECNOLOGIA LTDA;23/08/2001;DEMAIS;206-2;63.11-9-00;4430;01/10/2025;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;INFORMAÇÃO E COMUNICAÇÃO;J;63;63.1;SP
